timeOpen;timeClose;timeHigh;timeLow;name;open;high;low;close;volume;marketCap;timestamp
"2024-09-05T00:00:00.000Z";"2024-09-05T23:59:59.999Z";"2024-09-05T00:02:00.000Z";"2024-09-05T05:23:00.000Z";"2781";20.159804968;20.1945363416;19.026709968;19.1597727194;271870.53;60330564.09;"2024-09-05T23:59:59.999Z"
"2024-09-04T00:00:00.000Z";"2024-09-04T23:59:59.999Z";"2024-09-04T23:36:00.000Z";"2024-09-04T01:06:00.000Z";"2781";19.5563907753;20.3111254673;18.5993684679;20.159804968;465840.56;65027571.01;"2024-09-04T23:59:59.999Z"
"2024-09-03T00:00:00.000Z";"2024-09-03T23:59:59.999Z";"2024-09-03T00:47:00.000Z";"2024-09-03T22:01:00.000Z";"2781";20.8009100985;21.6750904686;19.4756600985;19.5563907753;173663.38;65813467.89;"2024-09-03T23:59:59.999Z"
"2024-09-02T00:00:00.000Z";"2024-09-02T23:59:59.999Z";"2024-09-02T03:33:00.000Z";"2024-09-02T00:09:00.000Z";"2781";21.9384667747;22.037665621;20.1569006239;20.8009100985;317183.14;71454953.94;"2024-09-02T23:59:59.999Z"
"2024-09-01T00:00:00.000Z";"2024-09-01T23:59:59.999Z";"2024-09-01T09:40:00.000Z";"2024-09-01T23:50:00.000Z";"2781";21.7184894995;22.6407636595;19.9763852212;21.9384667747;216826.75;78490590.13;"2024-09-01T23:59:59.999Z"
"2024-08-31T00:00:00.000Z";"2024-08-31T23:59:59.999Z";"2024-08-31T23:16:00.000Z";"2024-08-31T09:14:00.000Z";"2781";21.576440859;22.5786240826;20.6942440394;21.7184894995;259633.52;80891024.64;"2024-08-31T23:59:59.999Z"
"2024-08-30T00:00:00.000Z";"2024-08-30T23:59:59.999Z";"2024-08-30T08:01:00.000Z";"2024-08-30T17:15:00.000Z";"2781";23.7592896812;23.8283758843;20.9472734274;21.576440859;557677.04;85300592.27;"2024-08-30T23:59:59.999Z"
"2024-08-29T00:00:00.000Z";"2024-08-29T23:59:59.999Z";"2024-08-29T11:16:00.000Z";"2024-08-29T22:14:00.000Z";"2781";24.610768594;25.8604378875;23.3098296001;23.7592896812;486694.37;122582330.23;"2024-08-29T23:59:59.999Z"
"2024-08-28T00:00:00.000Z";"2024-08-28T23:59:59.999Z";"2024-08-28T10:28:00.000Z";"2024-08-28T01:34:00.000Z";"2781";24.9054323212;26.2680043742;24.2474976047;24.610768594;1083627.28;199695795.76;"2024-08-28T23:59:59.999Z"
"2024-08-27T00:00:00.000Z";"2024-08-27T23:59:59.999Z";"2024-08-27T07:11:00.000Z";"2024-08-27T22:20:00.000Z";"2781";24.8036145674;27.3923794538;23.8666789502;24.9054323212;3239443.4;202086745.37;"2024-08-27T23:59:59.999Z"
"2024-08-26T00:00:00.000Z";"2024-08-26T23:59:59.999Z";"2024-08-26T00:03:00.000Z";"2024-08-26T13:07:00.000Z";"2781";25.6525136479;25.7518891467;24.4124154216;24.8036145674;767339.9;201260579.49;"2024-08-26T23:59:59.999Z"
"2024-08-25T00:00:00.000Z";"2024-08-25T23:59:59.999Z";"2024-08-25T00:16:00.000Z";"2024-08-25T07:44:00.000Z";"2781";26.0275890484;26.0820462089;25.2220107325;25.6525136479;445188.64;208125665.18;"2024-08-25T23:59:59.999Z"
"2024-08-24T00:00:00.000Z";"2024-08-24T23:59:59.999Z";"2024-08-24T18:38:00.000Z";"2024-08-24T06:11:00.000Z";"2781";25.7926485383;26.1346285053;25.2097960284;26.0275890484;452163.16;211096716.34;"2024-08-24T23:59:59.999Z"
"2024-08-23T00:00:00.000Z";"2024-08-23T23:59:59.999Z";"2024-08-23T21:45:00.000Z";"2024-08-23T15:56:00.000Z";"2781";25.0049862856;25.9465322963;23.7562095963;25.7922150683;561562.21;209120203.54;"2024-08-23T23:59:59.999Z"
"2024-08-22T00:00:00.000Z";"2024-08-22T23:59:59.999Z";"2024-08-22T06:28:00.000Z";"2024-08-22T02:19:00.000Z";"2781";24.3311373284;25.2611846022;24.2192464344;25.0049862856;798007.47;202664823.83;"2024-08-22T23:59:59.999Z"
"2024-08-21T00:00:00.000Z";"2024-08-21T23:59:59.999Z";"2024-08-21T23:59:00.000Z";"2024-08-21T01:24:00.000Z";"2781";23.4465004214;24.3311373284;22.9232731256;24.3311373284;633145.85;197135667.54;"2024-08-21T23:59:59.999Z"
"2024-08-20T00:00:00.000Z";"2024-08-20T23:59:59.999Z";"2024-08-20T16:02:00.000Z";"2024-08-20T21:16:00.000Z";"2781";22.6036285681;23.6675019256;22.1676522495;23.4465004214;773922.38;189903366.03;"2024-08-20T23:59:59.999Z"
"2024-08-19T00:00:00.000Z";"2024-08-19T23:59:59.999Z";"2024-08-19T05:00:00.000Z";"2024-08-19T00:20:00.000Z";"2781";20.6876960525;23.6281187211;20.4020020589;22.6036285681;2708085.64;183014068.85;"2024-08-19T23:59:59.999Z"
"2024-08-18T00:00:00.000Z";"2024-08-18T23:59:59.999Z";"2024-08-18T20:34:00.000Z";"2024-08-18T05:09:00.000Z";"2781";20.7214164737;21.2267659191;20.451220129;20.6876960525;542771.33;167444063.06;"2024-08-18T23:59:59.999Z"
"2024-08-17T00:00:00.000Z";"2024-08-17T23:59:59.999Z";"2024-08-17T19:31:00.000Z";"2024-08-17T04:11:00.000Z";"2781";17.8695950302;21.2702877848;17.4882431299;20.7214164737;695274.31;167659442.02;"2024-08-17T23:59:59.999Z"
"2024-08-16T00:00:00.000Z";"2024-08-16T23:59:59.999Z";"2024-08-16T11:57:00.000Z";"2024-08-16T01:59:00.000Z";"2781";17.4851697179;18.5101449335;17.3127820466;17.8695950302;516399.89;144535580.38;"2024-08-16T23:59:59.999Z"
"2024-08-15T00:00:00.000Z";"2024-08-15T23:59:59.999Z";"2024-08-15T17:08:00.000Z";"2024-08-15T20:49:00.000Z";"2781";18.3558289075;18.9267012295;16.9084955305;17.4851697179;288073.99;141377815.17;"2024-08-15T23:59:59.999Z"
"2024-08-14T00:00:00.000Z";"2024-08-14T23:59:59.999Z";"2024-08-14T10:43:00.000Z";"2024-08-14T00:22:00.000Z";"2781";17.9233752504;18.9344792511;17.8952509207;18.3558289075;653554.61;148366630.93;"2024-08-14T23:59:59.999Z"
"2024-08-13T00:00:00.000Z";"2024-08-13T23:59:59.999Z";"2024-08-13T20:49:00.000Z";"2024-08-13T01:47:00.000Z";"2781";17.8736789476;18.3900480941;17.1734606999;17.9233752504;330365.76;144821632.76;"2024-08-13T23:59:59.999Z"
"2024-08-12T00:00:00.000Z";"2024-08-12T23:59:59.999Z";"2024-08-12T13:18:00.000Z";"2024-08-12T07:23:00.000Z";"2781";17.3864603979;18.1164493685;17.1361979627;17.8736789476;303038.04;144370275.73;"2024-08-12T23:59:59.999Z"
"2024-08-11T00:00:00.000Z";"2024-08-11T23:59:59.999Z";"2024-08-11T07:56:00.000Z";"2024-08-11T23:02:00.000Z";"2781";18.2517509923;18.4381871873;17.1892961013;17.3864603979;249008.67;140386691.27;"2024-08-11T23:59:59.999Z"
"2024-08-10T00:00:00.000Z";"2024-08-10T23:59:59.999Z";"2024-08-10T10:18:00.000Z";"2024-08-10T05:23:00.000Z";"2781";18.022967644;18.6069108715;17.5224648058;18.2517513846;178226.37;147323000.54;"2024-08-10T23:59:59.999Z"
"2024-08-09T00:00:00.000Z";"2024-08-09T23:59:59.999Z";"2024-08-09T15:15:00.000Z";"2024-08-09T06:27:00.000Z";"2781";17.9818947713;18.5466379746;17.290909089;18.022967644;308082.13;145426486.9;"2024-08-09T23:59:59.999Z"
"2024-08-08T00:00:00.000Z";"2024-08-08T23:59:59.999Z";"2024-08-08T23:10:00.000Z";"2024-08-08T00:47:00.000Z";"2781";16.8189727972;18.6044245402;16.50567552;17.9818947713;416330.85;145045151.25;"2024-08-08T23:59:59.999Z"
"2024-08-07T00:00:00.000Z";"2024-08-07T23:59:59.999Z";"2024-08-07T08:26:00.000Z";"2024-08-07T18:45:00.000Z";"2781";17.2980551459;18.1854251815;16.4229955175;16.8189727972;336314.21;135618172.42;"2024-08-07T23:59:59.999Z"
"2024-08-06T00:00:00.000Z";"2024-08-06T23:59:59.999Z";"2024-08-06T06:36:00.000Z";"2024-08-06T13:51:00.000Z";"2781";16.6235731606;17.8230515795;16.5588684466;17.2980551459;572369.37;139433268.35;"2024-08-06T23:59:59.999Z"
"2024-08-05T00:00:00.000Z";"2024-08-05T23:59:59.999Z";"2024-08-05T00:00:00.000Z";"2024-08-05T06:21:00.000Z";"2781";17.2557341665;17.256413384;14.0975151696;16.6235731606;1431197.06;133950551.86;"2024-08-05T23:59:59.999Z"
"2024-08-04T00:00:00.000Z";"2024-08-04T23:59:59.999Z";"2024-08-04T01:26:00.000Z";"2024-08-04T17:47:00.000Z";"2781";18.0991303001;18.2393012774;16.5476136375;17.2557341665;508440.82;138996455.83;"2024-08-04T23:59:59.999Z"
"2024-08-03T00:00:00.000Z";"2024-08-03T23:59:59.999Z";"2024-08-03T00:06:00.000Z";"2024-08-03T18:56:00.000Z";"2781";18.2728650303;18.6903572428;17.6023035027;18.0991303001;399422.08;145740068.42;"2024-08-03T23:59:59.999Z"
"2024-08-02T00:00:00.000Z";"2024-08-02T23:59:59.999Z";"2024-08-02T00:58:00.000Z";"2024-08-02T21:28:00.000Z";"2781";19.0268909788;19.1064900358;17.9895696417;18.2728650303;467881.33;147088262.51;"2024-08-02T23:59:59.999Z"
"2024-08-01T00:00:00.000Z";"2024-08-01T23:59:59.999Z";"2024-08-01T03:47:00.000Z";"2024-08-01T18:12:00.000Z";"2781";19.1742412814;19.6383284316;18.1257471442;19.0268909788;503631.45;153105127.05;"2024-08-01T23:59:59.999Z"
"2024-07-31T00:00:00.000Z";"2024-07-31T23:59:59.999Z";"2024-07-31T07:21:00.000Z";"2024-07-31T20:35:00.000Z";"2781";19.1396510201;19.6902917145;18.848399321;19.1742412814;427275.66;154237922.07;"2024-07-31T23:59:59.999Z"
"2024-07-30T00:00:00.000Z";"2024-07-30T23:59:59.999Z";"2024-07-30T05:47:00.000Z";"2024-07-30T15:05:00.000Z";"2781";19.7151733599;19.8100031688;18.832873616;19.1396510201;389887.3;153906488.89;"2024-07-30T23:59:59.999Z"
"2024-07-29T00:00:00.000Z";"2024-07-29T23:59:59.999Z";"2024-07-29T03:26:00.000Z";"2024-07-29T22:52:00.000Z";"2781";19.6383613207;20.2800821542;19.2552311102;19.7151733599;284335.31;158480203.4;"2024-07-29T23:59:59.999Z"
"2024-07-28T00:00:00.000Z";"2024-07-28T23:59:59.999Z";"2024-07-28T22:15:00.000Z";"2024-07-28T20:25:00.000Z";"2781";20.054253601;20.3741761172;19.2997393253;19.6383613207;243551.43;157808149.14;"2024-07-28T23:59:59.999Z"
"2024-07-27T00:00:00.000Z";"2024-07-27T23:59:59.999Z";"2024-07-27T14:17:00.000Z";"2024-07-27T01:38:00.000Z";"2781";19.9131923386;20.5008770832;19.6202272975;20.054253601;305552.82;161094704.09;"2024-07-27T23:59:59.999Z"
"2024-07-26T00:00:00.000Z";"2024-07-26T23:59:59.999Z";"2024-07-26T07:03:00.000Z";"2024-07-26T16:11:00.000Z";"2781";19.7260018001;20.2186502357;19.4382085828;19.9131923386;323994.94;159906395.44;"2024-07-26T23:59:59.999Z"
"2024-07-25T00:00:00.000Z";"2024-07-25T23:59:59.999Z";"2024-07-25T22:52:00.000Z";"2024-07-25T03:41:00.000Z";"2781";19.6285688193;19.7448153585;18.7716858103;19.7260018001;527225.26;158348711.14;"2024-07-25T23:59:59.999Z"
"2024-07-24T00:00:00.000Z";"2024-07-24T23:59:59.999Z";"2024-07-24T04:23:00.000Z";"2024-07-24T02:46:00.000Z";"2781";19.6166734464;20.5693877976;19.4233470662;19.6285688193;413582.02;157512330.47;"2024-07-24T23:59:59.999Z"
"2024-07-23T00:00:00.000Z";"2024-07-23T23:59:59.999Z";"2024-07-23T01:17:00.000Z";"2024-07-23T12:18:00.000Z";"2781";20.3238877579;20.4095912565;19.1024208064;19.6167065466;524060.88;157362778.8;"2024-07-23T23:59:59.999Z"
"2024-07-22T00:00:00.000Z";"2024-07-22T23:59:59.999Z";"2024-07-22T02:58:00.000Z";"2024-07-22T16:43:00.000Z";"2781";21.4362330521;21.562040308;19.7649199884;20.3238877579;116333554.38;162979821.37;"2024-07-22T23:59:59.999Z"
"2024-07-21T00:00:00.000Z";"2024-07-21T23:59:59.999Z";"2024-07-21T07:54:00.000Z";"2024-07-21T19:06:00.000Z";"2781";21.7373314975;21.8851378461;21.0578009953;21.4362330521;7000594.75;171840772.65;"2024-07-21T23:59:59.999Z"
"2024-07-20T00:00:00.000Z";"2024-07-20T23:59:59.999Z";"2024-07-20T09:47:00.000Z";"2024-07-20T09:20:00.000Z";"2781";21.7854608249;22.2598440571;21.4871863927;21.7373314975;296524.52;174194393.58;"2024-07-20T23:59:59.999Z"
"2024-07-19T00:00:00.000Z";"2024-07-19T23:59:59.999Z";"2024-07-19T20:21:00.000Z";"2024-07-19T11:09:00.000Z";"2781";21.4348278273;22.1382010703;20.9425128345;21.7854608249;339150.07;174520199.36;"2024-07-19T23:59:59.999Z"
"2024-07-18T00:00:00.000Z";"2024-07-18T23:59:59.999Z";"2024-07-18T02:32:00.000Z";"2024-07-18T23:00:00.000Z";"2781";21.5774635371;21.8837337199;20.9940111602;21.5014839229;297969.93;172185925.61;"2024-07-18T23:59:59.999Z"
"2024-07-17T00:00:00.000Z";"2024-07-17T23:59:59.999Z";"2024-07-17T01:36:00.000Z";"2024-07-17T12:02:00.000Z";"2781";21.6556053048;22.4999502195;21.4930085339;21.5781667372;458010.95;172740588.95;"2024-07-17T23:59:59.999Z"
"2024-07-16T00:00:00.000Z";"2024-07-16T23:59:59.999Z";"2024-07-16T19:01:00.000Z";"2024-07-16T14:46:00.000Z";"2781";21.860067001;21.955593105;20.9103071921;21.643313472;516022.39;173202578.34;"2024-07-16T23:59:59.999Z"
"2024-07-15T00:00:00.000Z";"2024-07-15T23:59:59.999Z";"2024-07-15T23:08:00.000Z";"2024-07-15T00:43:00.000Z";"2781";20.662334092;21.8951868218;20.2642598432;21.8328631929;415756.52;174659656.7;"2024-07-15T23:59:59.999Z"
"2024-07-14T00:00:00.000Z";"2024-07-14T23:59:59.999Z";"2024-07-14T08:09:00.000Z";"2024-07-14T18:39:00.000Z";"2781";20.4188963222;20.7274067528;20.0649360855;20.6622210113;295352.75;165237737.28;"2024-07-14T23:59:59.999Z"
"2024-07-13T00:00:00.000Z";"2024-07-13T23:59:59.999Z";"2024-07-13T07:34:00.000Z";"2024-07-13T03:20:00.000Z";"2781";19.8673299594;20.447374764;19.5453707839;20.4114718741;294650.32;163176427.5;"2024-07-13T23:59:59.999Z"
"2024-07-12T00:00:00.000Z";"2024-07-12T23:59:59.999Z";"2024-07-12T23:29:00.000Z";"2024-07-12T19:52:00.000Z";"2781";19.7465091413;20.0343963076;19.1477255369;19.8673152381;292307.87;158771704.67;"2024-07-12T23:59:59.999Z"
"2024-07-11T00:00:00.000Z";"2024-07-11T23:59:59.999Z";"2024-07-11T13:08:00.000Z";"2024-07-11T22:11:00.000Z";"2781";20.0926341493;20.7081800641;19.6162153655;19.7447442246;354012.5;157737946.23;"2024-07-11T23:59:59.999Z"
